879.77991,505.94819
873.59242,511.60918
866.59553,516.23255
858.96154,519.70443
850.8784,521.93935
842.54517,522.88227
834.16703,522.50999
825.95027,520.83164
818.09723,517.88858
810.80126,513.75327
804.24204,508.52753
798.58104,502.34004
793.95768,495.34315
790.4858,487.70916
788.25088,479.62603
787.30796,471.2928
787.68024,462.91466
789.35858,454.69789
792.30165,446.84486
796.43696,439.54889
801.66269,432.98966
807.85019,427.32867
814.84708,422.7053
822.48107,419.23342
830.5642,416.9985
838.89743,416.05558
847.27557,416.42787
855.49232,418.10621
863.34537,421.04927
870.64134,425.18458
877.20057,430.41032
882.86156,436.59781
887.48492,443.5947
890.9568,451.22869
893.19172,459.31182
894.13465,467.64506
893.76236,476.0232
892.08402,484.23996
889.14096,492.09299
885.00565,499.38897
