0.10972304,313.35093
1363.8617,313.35093
1363.8617,199.92005
1332.2883,198.63329
1332.2883,253.96402
1281.7708,253.96402
1279.666,178.04511
1130.2184,121.42762
1130.2184,206.35386
995.50524,207.64062
995.50524,93.11888
867.10669,91.83211
867.10669,181.9054
846.05775,181.9054
846.05775,109.84677
745.02283,109.84677
745.02283,226.94203
622.93897,226.94203
622.93897,178.04511
469.28169,178.04511
469.28169,212.78766
351.65454,193.52006
351.65454,215.36118
267.21185,215.36118
267.21185,270.69191
81.981151,270.69191
81.981151,247.53021
0.94272409,248.17359
