869.27137,496.13362
864.7486,500.27154
859.6342,503.65101
854.05409,506.1888
848.14567,507.82242
842.05446,508.51166
835.93043,508.23954
829.92435,507.01274
824.18413,504.86149
818.85111,501.83877
814.05661,498.01899
809.91868,493.49622
806.53922,488.38182
804.00143,482.80171
802.36781,476.8933
801.67857,470.80209
801.95069,464.67805
803.17748,458.67197
805.32874,452.93176
808.35146,447.59873
812.17123,442.80423
816.69401,438.66631
821.80841,435.28684
827.38852,432.74905
833.29693,431.11543
839.38814,430.42619
845.51218,430.69832
851.51824,431.92511
857.25847,434.07636
862.5915,437.09908
867.386,440.91886
871.52392,445.44163
874.90339,450.55603
877.44117,456.13614
879.0748,462.04455
879.76404,468.13577
879.49191,474.2598
878.26512,480.26588
876.11387,486.00609
873.09115,491.33912
