500.95991,504.89591
494.77242,510.5569
487.77553,515.18027
480.14154,518.65215
472.0584,520.88707
463.72517,521.82999
455.34703,521.45771
447.13027,519.77936
439.27723,516.8363
431.98126,512.70099
425.42204,507.47525
419.76104,501.28776
415.13768,494.29087
411.6658,486.65688
409.43088,478.57375
408.48796,470.24052
408.86024,461.86238
410.53858,453.64561
413.48165,445.79258
417.61696,438.49661
422.84269,431.93738
429.03019,426.27639
436.02708,421.65302
443.66107,418.18114
451.7442,415.94622
460.07743,415.0033
468.45557,415.37559
476.67232,417.05393
484.52537,419.99699
491.82134,424.1323
498.38057,429.35804
504.04156,435.54553
508.66492,442.54242
512.1368,450.17641
514.37172,458.25954
515.31465,466.59278
514.94236,474.97092
513.26402,483.18768
510.32096,491.04071
506.18565,498.33669
