490.45137,495.08134
485.9286,499.21926
480.8142,502.59873
475.23409,505.13652
469.32567,506.77014
463.23446,507.45938
457.11043,507.18726
451.10435,505.96046
445.36413,503.80921
440.03111,500.78649
435.23661,496.96671
431.09868,492.44394
427.71922,487.32954
425.18143,481.74943
423.54781,475.84102
422.85857,469.74981
423.13069,463.62577
424.35748,457.61969
426.50874,451.87948
429.53146,446.54645
433.35123,441.75195
437.87401,437.61403
442.98841,434.23456
448.56852,431.69677
454.47693,430.06315
460.56814,429.37391
466.69218,429.64604
472.69824,430.87283
478.43847,433.02408
483.7715,436.0468
488.566,439.86658
492.70392,444.38935
496.08339,449.50375
498.62117,455.08386
500.2548,460.99227
500.94404,467.08349
500.67191,473.20752
499.44512,479.2136
497.29387,484.95381
494.27115,490.28684
